epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,15197.8,1.28911,1.58789,0.34574,0.60776,0.31643,0.33462,0.25155,1.76336,5.7699,0.38499,0.00107578,0.00107578,0.00107578
181,15281.1,1.31234,1.60868,0.34862,0.6051,0.31693,0.33532,0.25232,1.76471,5.77177,0.38527,0.00102592,0.00102592,0.00102592
182,15363.9,1.29749,1.60188,0.34719,0.59592,0.3184,0.33565,0.25261,1.76438,5.77049,0.38523,0.000976064,0.000976064,0.000976064
183,15447.6,1.28787,1.58877,0.3476,0.59952,0.31865,0.33571,0.25263,1.76393,5.77247,0.38516,0.000926208,0.000926208,0.000926208
184,15530.9,1.27722,1.56651,0.34466,0.60303,0.31661,0.33586,0.25281,1.764,5.77526,0.38504,0.000876352,0.000876352,0.000876352
185,15614.2,1.27621,1.56781,0.3458,0.6067,0.31569,0.33589,0.25299,1.76366,5.77957,0.38493,0.000826496,0.000826496,0.000826496
186,15697.7,1.27431,1.55985,0.34468,0.60452,0.31649,0.33571,0.25301,1.76304,5.78313,0.3849,0.00077664,0.00077664,0.00077664
187,15781.3,1.27756,1.56533,0.34539,0.59955,0.31723,0.33602,0.2534,1.76221,5.78477,0.38477,0.000726784,0.000726784,0.000726784
188,15865,1.2738,1.5576,0.34576,0.60272,0.31733,0.33612,0.25357,1.76195,5.78354,0.38464,0.000676928,0.000676928,0.000676928
189,15948.5,1.28845,1.58697,0.34674,0.61593,0.31444,0.33618,0.2534,1.76223,5.78282,0.38463,0.000627072,0.000627072,0.000627072
190,16032.4,1.2826,1.5705,0.34594,0.61428,0.31545,0.33602,0.25336,1.7622,5.78258,0.38467,0.000577216,0.000577216,0.000577216
191,16113.8,1.16615,1.29635,0.3291,0.60833,0.31693,0.33607,0.25341,1.76096,5.78129,0.38433,0.00052736,0.00052736,0.00052736
192,16195.5,1.15565,1.28597,0.3277,0.61575,0.3158,0.33631,0.25351,1.76154,5.7769,0.38444,0.000477504,0.000477504,0.000477504
193,16276.8,1.15811,1.28914,0.32807,0.62252,0.3146,0.33659,0.25351,1.76154,5.77647,0.38436,0.000427648,0.000427648,0.000427648
194,16358.8,1.15363,1.28767,0.32716,0.63503,0.31237,0.33687,0.25355,1.76186,5.77695,0.38432,0.000377792,0.000377792,0.000377792
195,16440.9,1.14964,1.28161,0.32782,0.63247,0.31255,0.33721,0.25373,1.76233,5.77722,0.38428,0.000327936,0.000327936,0.000327936
196,16522.6,1.15037,1.27523,0.3277,0.63271,0.31246,0.33706,0.25364,1.76277,5.77805,0.38425,0.00027808,0.00027808,0.00027808
197,16604.5,1.15229,1.27439,0.32844,0.65491,0.30647,0.33719,0.25384,1.76338,5.78005,0.38415,0.000228224,0.000228224,0.000228224
198,16686.6,1.15069,1.27446,0.32793,0.66254,0.30421,0.33732,0.25379,1.76359,5.78176,0.38413,0.000178368,0.000178368,0.000178368
199,16767.8,1.13775,1.26397,0.32627,0.66989,0.3033,0.33756,0.25394,1.76413,5.78255,0.38414,0.000128512,0.000128512,0.000128512
200,16849.8,1.13978,1.2635,0.32754,0.67325,0.30333,0.33749,0.25404,1.7644,5.78308,0.38411,7.8656e-05,7.8656e-05,7.8656e-05
